label	locus_id	target	num_segments	is_stitched
sorted	locus_split_3e3a953a	ISEc23_IS66_unknown_stitched	4	True
sorted	locus_split_24ffa948	ISEc23_IS66_unknown_stitched	4	True
sorted	locus_split_706beea7	ISEc52_IS3_IS3_stitched	3	True
sorted	locus_split_9590545c	ISSfl10_IS3_IS3_stitched	2	True
sorted	locus_split_5c510eec	IS1397_IS3_IS150_stitched	6	True
sorted	locus_split_f01b5806	IS1397_IS3_IS150_stitched	5	True
sorted	locus_split_69933934	IS1397_IS3_IS150_stitched	4	True
sorted	locus_split_b6c84f36	ISEc8_IS66_unknown_stitched	5	True
sorted	locus_split_08118dcc	ISEc8_IS66_unknown_stitched	3	True
sorted	locus_split_c4bbb76c	ISEc8_IS66_unknown_stitched	3	True
sorted	locus_split_d312201a	IS1F_IS1_unknown_stitched	3	True
sorted	locus_split_4a29051e	IS1F_IS1_unknown_stitched	3	True
sorted	locus_e93dcf1a	ISEc23_IS66_unknown	1	False
sorted	locus_da13a4f3	ISEc12_IS21_unknown	1	False
sorted	locus_a5cf0b41	ISEc12_IS21_unknown	1	False
sorted	locus_7e256995	ISEc12_IS21_unknown	1	False
sorted	locus_e73a476c	IS609_IS200/IS605_IS605	1	False
sorted	locus_c3d52e95	ISSfl10_IS3_IS3	1	False
sorted	locus_3b6131ef	IS3411_IS3_IS51	1	False
sorted	locus_7e5848cf	IS1397_IS3_IS150	1	False
sorted	locus_9e51b9b3	IS200C_IS200/IS605_IS200	1	False
sorted	locus_84ebd084	IS1A_IS1_unknown	1	False
sorted	locus_3c598f8e	ISEc23_IS66_unknown	1	False
sorted	locus_e95d3f3a	IS1F_IS1_unknown	1	False
sorted	locus_e196b4d2	IS1R_IS1_unknown	1	False
sorted	locus_d3584435	IS600_IS3_IS3	1	False
sorted	locus_486b2d2d	IS1R_IS1_unknown	1	False
sorted	locus_fd1a5905	IS1397_IS3_IS150	1	False
sorted	locus_db9720d8	IS1397_IS3_IS150	1	False
sorted	locus_ed1983a0	IS200C_IS200/IS605_IS200	1	False
sorted	locus_26f2678a	IS200C_IS200/IS605_IS200	1	False
sorted	locus_fba3bb83	ISSfl10_IS3_IS3	1	False
sorted	locus_3e369169	ISEc12_IS21_unknown	1	False
sorted	locus_8a60c19c	ISEc8_IS66_unknown	1	False
sorted	locus_35a1decd	IS1R_IS1_unknown	1	False
sorted	locus_d31f5c32	IS1R_IS1_unknown	1	False
sorted	locus_91169910	IS1F_IS1_unknown	1	False
sorted	locus_bb80fe4b	ISEc52_IS3_IS3	1	False
sorted	locus_5f1087ff	ISEc12_IS21_unknown	1	False
sorted	locus_d11021eb	IS200C_IS200/IS605_IS200	1	False
sorted	locus_dc8a36f1	IS600_IS3_IS3	1	False
sorted	locus_9f15a617	ISEc8_IS66_unknown	1	False
sorted	locus_c6b33316	ISEc12_IS21_unknown	1	False
sorted	locus_ae4cd946	IS30D_IS30_unknown	1	False
sorted	locus_9c66356b	ISEc22_IS66_unknown	1	False
sorted	locus_e23ca09c	ISEc12_IS21_unknown	1	False
sorted	locus_9266d6c6	IS682_IS66_unknown	1	False
sorted	locus_ad0e4fe9	ISEc12_IS21_unknown	1	False
sorted	locus_a9852772	ISKox3_ISL3_unknown	1	False
sorted	locus_162573cb	IS3411_IS3_IS51	1	False
sorted	locus_d4ffe3c9	ISSfl10_IS3_IS3	1	False
sorted	locus_0dc1f40d	ISSd1_IS3_IS3	1	False
sorted	locus_8806c90d	IS200C_IS200/IS605_IS200	1	False
sorted	locus_a3ae3a73	ISEc8_IS66_unknown	1	False
sorted	locus_ba871754	IS629_IS3_IS51	1	False
sorted	locus_21298842	IS100kyp_IS21_unknown	1	False
sorted	locus_35d6d10e	ISEc20_IS110_unknown	1	False
sorted	locus_bffb0539	IS640_IS21_unknown	1	False
sorted	locus_246f931a	IS21_IS21_unknown	1	False
sorted	locus_72bc23de	ISEc52_IS3_IS3	1	False
sorted	locus_a2e4d1a5	ISEc12_IS21_unknown	1	False
